sample,site,lat,long,pik,RR1,RR2,RR3,RR4,pop,S,group,species,Idnotes,micro_,
NSW1156890,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,7,KA17_11_21MJ7,
NSW1156899,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,3,KA17_11_21MJ3,
NSW1156939,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,KA17_11_21MJ,Kanangra_forsythii,Kanangra,,forsythii,7,KA17_11_21MJ7,
NSW1156881,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,,,Braidwood_Rd_West,,forsythii,1,BRW22_12_22MJ1,
NSW1156936,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,BRW22_12_22MJ,Southern_forsythii,Braidwood_Rd_West,,forsythii,1,BRW22_12_22MJ1,
NSW1158523,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,,,Braidwood_Rd_West,,forsythii,2,BRW22_12_22MJ2,
NSW1156900,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,,,Braidwood_Rd_West,,forsythii,3,BRW22_12_22MJ3,
NSW1156929,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,,,Braidwood_Rd_West,,forsythii,3,BRW22_12_22MJ3,
NSW1156889,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,,,Braidwood_Rd_West,,forsythii,4,BRW22_12_22MJ4,
NSW1156916,BRW22_12_22MJ,-35.0774,150.2033,1,BRW22_12_22MJ,BRW22_12_22MJ,,BRW22_12_22MJ,Southern_forsythii,Braidwood_Rd_West,,forsythii,4,BRW22_12_22MJ4,
NSW1156874,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,3,BRE22_12_22MJ3,
NSW1156944,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,3,BRE22_12_22MJ3,
NSW1156869,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,4,BRE22_12_22MJ4,
NSW1156865,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,4,BRE22_12_22MJ4,
NSW1156882,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,BRE22_12_22MJ,Southern_forsythii,Braidwood_Rd_East,,forsythii,5,BRE22_12_22MJ5,
NSW1156917,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,5,BRE22_12_22MJ5,
NSW1158539,BRE22_12_22MJ,-35.0893,150.1431,1,BRE22_12_22MJ,BRE22_12_22MJ,,,,Braidwood_Rd_East,,forsythii,,,check_family
NSW1156901,NN31_3_21GT,-33.7315,150.2841,1,NN31_3_21GT,NN31_3_21GT,,,,Narrow_Neck,,forsythii,1,NN31_3_21GT1,
NSW1156892,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1156914,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1156910,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1156904,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1156927,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1158519,NN11_2_21L,-33.7343,150.2823,1,NN11_2_21L,NN11_2_21L,,,,Narrow_Neck,,forsythii,1,NN11_2_21L1,
NSW1156879,BU2_3_21L,-34.6843,150.2962,1,BU2_3_21L,BU2_3_21L,,,,Bundanoon,,forsythii,1,BU2_3_21L1,
NSW1156906,BU2_3_21L,-34.6843,150.2962,1,BU2_3_21L,BU2_3_21L,,BU2_3_21L,Southern_forsythii,Bundanoon,,forsythii,1,BU2_3_21L1,
NSW1156902,BU2_3_21L,-34.6843,150.2962,1,BU2_3_21L,BU2_3_21L,,,,Bundanoon,,forsythii,1,BU2_3_21L1,
NSW1156895,BU2_3_21L,-34.6843,150.2962,1,BU2_3_21L,BU2_3_21L,,,,Bundanoon,,forsythii,1,BU2_3_21L1,
NSW1156896,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1156909,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1156907,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1156864,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,S2_3_21L,Southern_forsythii,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1156926,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1158518,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L1,
NSW1158540,S2_3_21L,-35.0732,150.1983,1,S2_3_21L,S2_3_21L,,,,Sassafrass,,forsythii,1,S2_3_21L11,
NSW1156897,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,,,Lithgow,,forsythii,1,L10_3_21L1,
NSW1156905,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,,,Lithgow,,forsythii,1,L10_3_21L1,
NSW1156942,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,L10_3_21L,Northern_forsythii,Lithgow,,forsythii,1,L10_3_21L1,
NSW1156937,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,,,Lithgow,,forsythii,1,L10_3_21L1,
NSW1156925,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,,,Lithgow,,forsythii,1,L10_3_21L1,
NSW1156941,L10_3_21L,-33.4442,150.1799,1,L10_3_21L,L10_3_21L,,,,Lithgow,,forsythii,1,L10_3_21L1,
NSW1166678,Minor_WogWog,-33.4442,150.1799,1,,,,,,,,minor,,,
NSW1158530,spike_NSW1156886,-33.4442,150.1799,1,,,,,,,,forsythii,,,
NSW1158778,Bungleboori_Creek.,-34.2881,150.3406,1,,,,,,,,forsythii,,,
NSW1158775,Narrow_Neck,-33.75,150.27,1,,,,,,,,forsythii,,,
NSW1158793,"Sassafras,_Boolijah_Creek.",-35.1167,150.3008,1,,,,,,,,forsythii,,,
NSW1158781,Pigeon_House_Range.,-35.35,150.27,1,,,,,,,,forsythii,,,
NSW1158794,Katoomba,-33.72,150.32,1,,,,,,,,forsythii,,,
NSW1158776,Mount_Hay,-33.67,150.35,1,,,,,,,,forsythii,,,
NSW1158794,"Middle_Caves,_Northern_Budawang.",-35.3468,150.1039,1,,,,,,,,forsythii,,,
NSW1158790,Hargraves_Lookout,-33.6761,150.2425,1,,,,,,,,forsythii,,,
NSW1158774,Hargraves_Lookout,-33.6792,150.2417,1,,,,,,,,forsythii,,,
NSW1158779,Tianjara_Falls,-35.1139,150.3111,1,,,,,,,,forsythii,,,
NSW1158787,Narrow_Neck,-33.7271,150.2908,1,,,,,,,,forsythii,,,
NSW1158788,Narrow_Neck,-33.7271,150.2908,1,,,,,,,,forsythii,,,
NSW1158784,Narrow_Neck,-33.7271,150.2908,1,,,,,,,,forsythii,,,
NSW1158782,Narrow_Neck,-33.7271,150.2908,1,,,,,,,,forsythii,,,
NSW1156928,Narrow_Neck,-33.7327,150.2841,1,,,,,,,,forsythii,,,
NSW1156868,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156918,Narrow_Neck,-33.7327,150.2841,1,,,,,,,,forsythii,,,
NSW1156938,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156913,Narrow_Neck,-33.7327,150.2841,1,,,,,,,,forsythii,,,
NSW1156923,Narrow_Neck,-33.7327,150.2841,1,,,,,,,,forsythii,,,
NSW1156933,Narrow_Neck,-33.7327,150.2841,1,,,,,,,,forsythii,,,
NSW1156893,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156943,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156898,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156908,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156903,NSW1156873,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156883,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156873,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156878,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156863,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW1156888,Narrow_Neck,-33.7327,150.2841,1,BGNN,Narrow_Neck,,,,Narrow_Neck,,forsythii,,,
NSW812943,Maroota_(minor),-33.4221,150.99316,1,,,,Maroota,Minor,Maroota,,minor,,,
NSW1166680,Alpine_NP_Vic,-37.05833,148.0611,1,,Alpine_NP_Vic,,Alpine_NP_Vic,Vic_forsythii,Alpine_NP_Vic,,forsythii,,,check_lat/long
NSW1016537,Evans_Lookout(minor),-33.64788,150.31958,1,,,,,,,,minor,,,
NSW812841,Terry_Hills_(minor),-33.67367,151.20856,1,,,,Terry_Hills,Minor,Terry_Hills,,minor,,,
NSW814075,Ku-ring-gai_Chase_(minor),-33.58846,151.28337,1,,,,Ku-ring-gai_Chase,Minor,Ku-ring-gai_Chase,,minor,,,
NSW1166681,Alpine_NP_Vic,-37.05833,148.0611,1,,Alpine_NP_Vic,,Alpine_NP_Vic,Vic_forsythii,Alpine_NP_Vic,,forsythii,,,
NSW814224,Mount_Colah_(minor),-33.67424,151.1358,1,,,,Mount_Colah,Minor,Mount_Colah,,minor,,,
NSW1166679,Alpine_NP_Vic,-37.0569,148.0588,1,,Alpine_NP_Vic,,Alpine_NP_Vic,Vic_forsythii,Alpine_NP_Vic,,forsythii,,,
